Lat+Long,CFLL,Addr,CFAM,address_id,CF Zone,Latitude,Longitude,Street_Number,Street_Name,County,City,Country_Code,Zip_Code,State,FDAName,FDHName,Conduit Placed Date,Construction Complete (forecasted date),Construction Complete Date,Ready for Service Date,Locate_Group,Address,Uploaded to Sales Rabbit
32.696253-97.179875,8939,4603 WOODSTONE CT,8939,8939,Arlington - 1.02,32.696253,-97.179875,4603,WOODSTONE CT,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:005,,,#N/A,,,4603 WOODSTONE CT,
32.696172-97.179582,9802,2908 GREENBROOK DR,9802,9802,Arlington - 1.02,32.696172,-97.179582,2908,GREENBROOK DR,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:005,,,#N/A,,,2908 GREENBROOK DR,
32.690512-97.183966,114721,4911 MAYFIELD RD W,#N/A,114721,Arlington - 1.02,32.690512,-97.183966,4911,MAYFIELD RD W,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:001,,,#N/A,,,4911 MAYFIELD RD W,
32.690971-97.178164,9155,3418 VISCOUNT DR,9155,9155,Arlington - 1.02,32.690971,-97.178164,3418,VISCOUNT DR,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:003,,,#N/A,,,3418 VISCOUNT DR,
32.690774-97.176653,7616,3415 AINSWORTH CT,7616,7616,Arlington - 1.02,32.690774,-97.176653,3415,AINSWORTH CT,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:004,,,#N/A,,,3415 AINSWORTH CT,
32.69071-97.184324,7346,5009 TOFTREES DR,7346,7346,Arlington - Phase 1 (NEW),32.69071,-97.184324,5009,TOFTREES DR,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:001,,,#N/A,,,5009 TOFTREES DR,
32.690572-97.184325,10754,5007 TOFTREES DR,10754,10754,Arlington - Phase 1 (NEW),32.690572,-97.184325,5007,TOFTREES DR,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:001,,,#N/A,,,5007 TOFTREES DR,
32.690745-97.178166,10579,3420 VISCOUNT DR,10579,10579,Arlington - 1.02,32.690745,-97.178166,3420,VISCOUNT DR,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:003,,,#N/A,,,3420 VISCOUNT DR,
32.690313-97.184335,7685,5003 TOFTREES DR,7685,7685,Arlington - Phase 1 (NEW),32.690313,-97.184335,5003,TOFTREES DR,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:001,,,#N/A,,,5003 TOFTREES DR,
32.690172-97.184396,11602,5001 TOFTREES DR,11602,11602,Arlington - Phase 1 (NEW),32.690172,-97.184396,5001,TOFTREES DR,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:001,,,#N/A,,,5001 TOFTREES DR,
32.690541-97.175276,11516,3416 PRINCEWOOD CT,11516,11516,Arlington - 1.02,32.690541,-97.175276,3416,PRINCEWOOD CT,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:004,,,#N/A,,,3416 PRINCEWOOD CT,
32.690463-97.174305,8188,3416 WOODSIDE DR,8188,8188,Arlington - 1.02,32.690463,-97.174305,3416,WOODSIDE DR,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:004,,,#N/A,,,3416 WOODSIDE DR,
32.690532-97.184897,6808,5046 TOFTREES DR,6808,6808,Arlington - 1.01,32.690532,-97.184897,5046,TOFTREES DR,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:001,,,#N/A,,,5046 TOFTREES DR,
32.690281-97.176312,#N/A,3418 ARCHWAY CT,11056,11056,Arlington - 1.02,32.690281,-97.176312,3418,ARCHWAY CT,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:004,,,#N/A,,,3418 ARCHWAY CT,
32.690147-97.177225,9944,3420 AINSWORTH CT,9944,9944,Arlington - 1.02,32.690147,-97.177225,3420,AINSWORTH CT,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:004,,,#N/A,,,3420 AINSWORTH CT,
32.690094-97.176853,10963,3421 AINSWORTH CT,10963,10963,Arlington - 1.02,32.690094,-97.176853,3421,AINSWORTH CT,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:004,,,#N/A,,,3421 AINSWORTH CT,
32.693675-97.178478,10243,3205 STEEPLECHASE TRL,10243,10243,Arlington - 1.02,32.693675,-97.178478,3205,STEEPLECHASE TRL,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:005,,,#N/A,,,3205 STEEPLECHASE TRL,
32.691597-97.180953,8905,3403 DOVECREEK DR,8905,8905,Arlington - 1.02,32.691597,-97.180953,3403,DOVECREEK DR,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:001,,,#N/A,,,3403 DOVECREEK DR,
32.692795-97.179546,9820,4607 STEEPLEWOOD TRL,9820,9820,Arlington - 1.02,32.692795,-97.179546,4607,STEEPLEWOOD TRL,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:001,,,#N/A,,,4607 STEEPLEWOOD TRL,
32.692555-97.179029,11343,3308 STEEPLECHASE TRL,11343,11343,Arlington - 1.02,32.692555,-97.179029,3308,STEEPLECHASE TRL,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:003,,,#N/A,,,3308 STEEPLECHASE TRL,
32.692173-97.179908,11414,3408 DUCKVIEW CT,11414,11414,Arlington - 1.02,32.692173,-97.179908,3408,DUCKVIEW CT,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:003,,,#N/A,,,3408 DUCKVIEW CT,
32.691962-97.17993,9330,3410 DUCKVIEW CT,9330,9330,Arlington - 1.02,32.691962,-97.17993,3410,DUCKVIEW CT,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:003,,,#N/A,,,3410 DUCKVIEW CT,
32.691766-97.17993,7596,3412 DUCKVIEW CT,7596,7596,Arlington - 1.02,32.691766,-97.17993,3412,DUCKVIEW CT,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:003,,,#N/A,,,3412 DUCKVIEW CT,
32.691457-97.179043,9146,3408 STEEPLECHASE TRL,9146,9146,Arlington - 1.02,32.691457,-97.179043,3408,STEEPLECHASE TRL,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:003,,,#N/A,,,3408 STEEPLECHASE TRL,
32.691177-97.181175,9919,3408 STEEPLEWOOD TRL,9919,9919,Arlington - 1.02,32.691177,-97.181175,3408,STEEPLEWOOD TRL,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:001,,,#N/A,,,3408 STEEPLEWOOD TRL,
32.691064-97.182111,10251,3421 DOVECREEK DR,10251,10251,Arlington - 1.02,32.691064,-97.182111,3421,DOVECREEK DR,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:001,,,#N/A,,,3421 DOVECREEK DR,
32.690913-97.181209,9149,3410 STEEPLEWOOD TRL,9149,9149,Arlington - 1.02,32.690913,-97.181209,3410,STEEPLEWOOD TRL,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:001,,,#N/A,,,3410 STEEPLEWOOD TRL,
32.690855-97.182319,11768,3423 DOVECREEK DR,11768,11768,Arlington - 1.02,32.690855,-97.182319,3423,DOVECREEK DR,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:001,,,#N/A,,,3423 DOVECREEK DR,
32.690711-97.182475,11512,3427 DOVECREEK DR,11512,11512,Arlington - 1.02,32.690711,-97.182475,3427,DOVECREEK DR,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:001,,,#N/A,,,3427 DOVECREEK DR,
32.690567-97.17933,11028,4603 ELKWOOD LN,11028,11028,Arlington - 1.02,32.690567,-97.17933,4603,ELKWOOD LN,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:003,,,#N/A,,,4603 ELKWOOD LN,
32.690546-97.181449,10275,4707 ELKWOOD LN,10275,10275,Arlington - 1.02,32.690546,-97.181449,4707,ELKWOOD LN,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:001,,,#N/A,,,4707 ELKWOOD LN,
32.690494-97.179056,10063,3420 STEEPLECHASE TRL,10063,10063,Arlington - 1.02,32.690494,-97.179056,3420,STEEPLECHASE TRL,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:003,,,#N/A,,,3420 STEEPLECHASE TRL,
32.69054-97.179565,11510,4605 ELKWOOD LN,11510,11510,Arlington - 1.02,32.69054,-97.179565,4605,ELKWOOD LN,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:003,,,#N/A,,,4605 ELKWOOD LN,
32.690541-97.179792,8506,4607 ELKWOOD LN,8506,8506,Arlington - 1.02,32.690541,-97.179792,4607,ELKWOOD LN,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:003,,,#N/A,,,4607 ELKWOOD LN,
32.690543-97.180981,11040,4703 ELKWOOD LN,11040,11040,Arlington - 1.02,32.690543,-97.180981,4703,ELKWOOD LN,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:001,,,#N/A,,,4703 ELKWOOD LN,
32.690122-97.179713,10067,4606 ELKWOOD LN,10067,10067,Arlington - 1.02,32.690122,-97.179713,4606,ELKWOOD LN,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:003,,,#N/A,,,4606 ELKWOOD LN,
32.690125-97.180181,11421,4610 ELKWOOD LN,11421,11421,Arlington - 1.02,32.690125,-97.180181,4610,ELKWOOD LN,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:003,,,#N/A,,,4610 ELKWOOD LN,
32.690134-97.181585,10064,4708 ELKWOOD LN,10064,10064,Arlington - 1.02,32.690134,-97.181585,4708,ELKWOOD LN,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:001,,,#N/A,,,4708 ELKWOOD LN,
32.69014-97.182521,8632,4716 ELKWOOD LN,8632,8632,Arlington - 1.02,32.69014,-97.182521,4716,ELKWOOD LN,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:001,,,#N/A,,,4716 ELKWOOD LN,
32.691998-97.178505,7661,3403 STEEPLECHASE TRL,7661,7661,Arlington - 1.02,32.691998,-97.178505,3403,STEEPLECHASE TRL,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:003,,,#N/A,,,3403 STEEPLECHASE TRL,
32.691228-97.178516,8910,3411 STEEPLECHASE TRL,8910,8910,Arlington - 1.02,32.691228,-97.178516,3411,STEEPLECHASE TRL,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:003,,,#N/A,,,3411 STEEPLECHASE TRL,
32.690074-97.178533,10253,3425 STEEPLECHASE TRL,10253,10253,Arlington - 1.02,32.690074,-97.178533,3425,STEEPLECHASE TRL,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:003,,,#N/A,,,3425 STEEPLECHASE TRL,
32.691455-97.182198,11558,3416 DOVECREEK DR,11558,11558,Arlington - 1.02,32.691455,-97.182198,3416,DOVECREEK DR,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:001,,,#N/A,,,3416 DOVECREEK DR,
32.690705-97.182954,7650,3428 DOVECREEK DR,7650,7650,Arlington - 1.02,32.690705,-97.182954,3428,DOVECREEK DR,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:001,,,#N/A,,,3428 DOVECREEK DR,
32.691645-97.182897,10371,3309 ELKHART CT,10371,10371,Arlington - 1.02,32.691645,-97.182897,3309,ELKHART CT,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:002,,,#N/A,,,3309 ELKHART CT,
32.691433-97.183917,#N/A,3319 ELKHART CT,9529,9529,Arlington - 1.02,32.691433,-97.183917,3319,ELKHART CT,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:002,,,#N/A,,,3319 ELKHART CT,
32.692997-97.183746,11560,4808 ROCKHAMPTON DR,11560,11560,Arlington - 1.02,32.692997,-97.183746,4808,ROCKHAMPTON DR,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:002,,,#N/A,,,4808 ROCKHAMPTON DR,
32.692891-97.183553,11711,4804 ROCKHAMPTON DR,11711,11711,Arlington - 1.02,32.692891,-97.183553,4804,ROCKHAMPTON DR,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:002,,,#N/A,,,4804 ROCKHAMPTON DR,
32.692707-97.183141,10383,4708 ROCKHAMPTON DR,10383,10383,Arlington - 1.02,32.692707,-97.183141,4708,ROCKHAMPTON DR,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:002,,,#N/A,,,4708 ROCKHAMPTON DR,
32.692472-97.182777,11128,4704 ROCKHAMPTON DR,11128,11128,Arlington - 1.02,32.692472,-97.182777,4704,ROCKHAMPTON DR,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:002,,,#N/A,,,4704 ROCKHAMPTON DR,
32.692213-97.182873,8126,3308 ELKHART CT,8126,8126,Arlington - 1.02,32.692213,-97.182873,3308,ELKHART CT,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:002,,,#N/A,,,3308 ELKHART CT,
32.691991-97.181793,11247,3221 ELKHART CT,11247,11247,Arlington - 1.02,32.691991,-97.181793,3221,ELKHART CT,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:002,,,#N/A,,,3221 ELKHART CT,
32.692402-97.18086,9390,3306 STEEPLEWOOD TRL,9390,9390,Arlington - 1.02,32.692402,-97.18086,3306,STEEPLEWOOD TRL,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:001,,,#N/A,,,3306 STEEPLEWOOD TRL,
32.694983-97.1806,9193,4608 SAGECANYON CT,9193,9193,Arlington - 1.02,32.694983,-97.1806,4608,SAGECANYON CT,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:005,,,#N/A,,,4608 SAGECANYON CT,
32.696514-97.179415,10027,2904 GREENBROOK DR,10027,10027,Arlington - 1.02,32.696514,-97.179415,2904,GREENBROOK DR,City of Arlington,Arlington,1,76016,Texas,FDA:002,FDH:005,,,#N/A,,,2904 GREENBROOK DR,
32.70185-97.176492,8236,2501 MOORE'S LANDING,#N/A,8236,Arlington - 1.03 ,32.70185,-97.176492,2501,MOORE'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,2501 MOORE'S LANDING ,
32.701854-97.176999,11030,2500 MOORE'S LANDING,#N/A,11030,Arlington - 1.03 ,32.701854,-97.176999,2500,MOORE'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,2500 MOORE'S LANDING ,
32.701857-97.177313,9900,2501 BISHOP'S LANDING,#N/A,9900,Arlington - 1.03 ,32.701857,-97.177313,2501,BISHOP'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,2501 BISHOP'S LANDING ,
32.701859-97.177815,9401,2500 BISHOP'S LANDING,#N/A,9401,Arlington - 1.03 ,32.701859,-97.177815,2500,BISHOP'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,2500 BISHOP'S LANDING ,
32.701687-97.176494,10207,2503 MOORE'S LANDING,#N/A,10207,Arlington - 1.03 ,32.701687,-97.176494,2503,MOORE'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,2503 MOORE'S LANDING ,
32.701685-97.176992,11567,2502 MOORE'S LANDING,#N/A,11567,Arlington - 1.03 ,32.701685,-97.176992,2502,MOORE'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,2502 MOORE'S LANDING ,
32.701688-97.177316,11577,2503 BISHOP'S LANDING,#N/A,11577,Arlington - 1.03 ,32.701688,-97.177316,2503,BISHOP'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,2503 BISHOP'S LANDING ,
32.701676-97.177805,7660,2502 BISHOP'S LANDING,#N/A,7660,Arlington - 1.03 ,32.701676,-97.177805,2502,BISHOP'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,2502 BISHOP'S LANDING ,
32.701528-97.178071,10341,4501 MOORE'S LANDING,#N/A,10341,Arlington - 1.03 ,32.701528,-97.178071,4501,MOORE'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,4501 MOORE'S LANDING ,
32.701531-97.178268,11401,4503 MOORE'S LANDING,#N/A,11401,Arlington - 1.03 ,32.701531,-97.178268,4503,MOORE'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,4503 MOORE'S LANDING ,
32.701526-97.178463,11049,4505 MOORE'S LANDING,#N/A,11049,Arlington - 1.03 ,32.701526,-97.178463,4505,MOORE'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,4505 MOORE'S LANDING ,
32.701533-97.178656,7803,4507 MOORE'S LANDING,#N/A,7803,Arlington - 1.03 ,32.701533,-97.178656,4507,MOORE'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,4507 MOORE'S LANDING ,
32.701545-97.178851,8947,4509 MOORE'S LANDING,#N/A,8947,Arlington - 1.03 ,32.701545,-97.178851,4509,MOORE'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,4509 MOORE'S LANDING ,
32.701566-97.179045,9509,4511 MOORE'S LANDING,#N/A,9509,Arlington - 1.03 ,32.701566,-97.179045,4511,MOORE'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,4511 MOORE'S LANDING ,
32.70155-97.176984,9654,2504 MOORE'S LANDING,#N/A,9654,Arlington - 1.03 ,32.70155,-97.176984,2504,MOORE'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,2504 MOORE'S LANDING ,
32.701554-97.17733,8955,2505 BISHOP'S LANDING,#N/A,8955,Arlington - 1.03 ,32.701554,-97.17733,2505,BISHOP'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,2505 BISHOP'S LANDING ,
32.701514-97.177797,8959,2504 BISHOP'S LANDING,#N/A,8959,Arlington - 1.03 ,32.701514,-97.177797,2504,BISHOP'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,2504 BISHOP'S LANDING ,
32.701446-97.176498,8951,2507 MOORE'S LANDING,#N/A,8951,Arlington - 1.03 ,32.701446,-97.176498,2507,MOORE'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,2507 MOORE'S LANDING ,
32.70141-97.176986,7655,2506 MOORE'S LANDING,#N/A,7655,Arlington - 1.03 ,32.70141,-97.176986,2506,MOORE'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,2506 MOORE'S LANDING ,
32.701414-97.177328,11026,2507 BISHOP'S LANDING,#N/A,11026,Arlington - 1.03 ,32.701414,-97.177328,2507,BISHOP'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,2507 BISHOP'S LANDING ,
32.701258-97.176464,11582,2509 MOORE'S LANDING,#N/A,11582,Arlington - 1.03 ,32.701258,-97.176464,2509,MOORE'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,2509 MOORE'S LANDING ,
32.701116-97.178809,7808,4508 MOORE'S LANDING,#N/A,7808,Arlington - 1.03 ,32.701116,-97.178809,4508,MOORE'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,4508 MOORE'S LANDING ,
32.70111-97.17824,8807,4502 MOORE'S LANDING,#N/A,8807,Arlington - 1.03 ,32.70111,-97.17824,4502,MOORE'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,4502 MOORE'S LANDING ,
32.701102-97.178063,11053,4500 MOORE'S LANDING,#N/A,11053,Arlington - 1.03 ,32.701102,-97.178063,4500,MOORE'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,4500 MOORE'S LANDING ,
32.701103-97.178418,11034,4504 MOORE'S LANDING,#N/A,11034,Arlington - 1.03 ,32.701103,-97.178418,4504,MOORE'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,4504 MOORE'S LANDING ,
32.701068-97.176519,10033,4400 MOORE'S LANDING,#N/A,10033,Arlington - 1.03 ,32.701068,-97.176519,4400,MOORE'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,4400 MOORE'S LANDING ,
32.701104-97.178615,10037,4506 MOORE'S LANDING,#N/A,10037,Arlington - 1.03 ,32.701104,-97.178615,4506,MOORE'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,4506 MOORE'S LANDING ,
32.701095-97.179026,11398,4510 MOORE'S LANDING,#N/A,11398,Arlington - 1.03 ,32.701095,-97.179026,4510,MOORE'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,4510 MOORE'S LANDING ,
32.701079-97.176941,9904,4404 MOORE'S LANDING,#N/A,9904,Arlington - 1.03 ,32.701079,-97.176941,4404,MOORE'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,4404 MOORE'S LANDING ,
32.701088-97.177119,8329,4406 MOORE'S LANDING,#N/A,8329,Arlington - 1.03 ,32.701088,-97.177119,4406,MOORE'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,4406 MOORE'S LANDING ,
32.701089-97.177314,10210,4408 MOORE'S LANDING,#N/A,10210,Arlington - 1.03 ,32.701089,-97.177314,4408,MOORE'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,4408 MOORE'S LANDING ,
32.701091-97.177509,#N/A,4410 MOORE'S LANDING,#N/A,,#N/A,32.701091,-97.177509,4410,MOORE'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,4410 MOORE'S LANDING ,
32.701093-97.177688,11572,4412 MOORE'S LANDING,#N/A,11572,Arlington - 1.03 ,32.701093,-97.177688,4412,MOORE'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,4412 MOORE'S LANDING ,
32.701094-97.177866,9405,4414 MOORE'S LANDING,#N/A,9405,Arlington - 1.03 ,32.701094,-97.177866,4414,MOORE'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,4414 MOORE'S LANDING ,
32.701044-97.176753,7577,4402 MOORE'S LANDING,#N/A,7577,Arlington - 1.03 ,32.701044,-97.176753,4402,MOORE'S LANDING ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:004,,,#N/A,,,4402 MOORE'S LANDING ,
32.696475-97.174393,10315,3001 WOODSIDE DR,10315,10315,Arlington - 1.03 ,32.696475,-97.174393,3001,WOODSIDE DR ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:002,,,#N/A,,,3001 WOODSIDE DR ,
32.696256-97.174321,10599,3003 WOODSIDE DR,10599,10599,Arlington - 1.03 ,32.696256,-97.174321,3003,WOODSIDE DR ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:002,,,#N/A,,,3003 WOODSIDE DR ,
32.696033-97.174249,10194,3005 WOODSIDE DR,10194,10194,Arlington - 1.03 ,32.696033,-97.174249,3005,WOODSIDE DR ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:002,,,#N/A,,,3005 WOODSIDE DR ,
32.69581-97.174177,8428,3007 WOODSIDE DR,8428,8428,Arlington - 1.03 ,32.69581,-97.174177,3007,WOODSIDE DR ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:002,,,#N/A,,,3007 WOODSIDE DR ,
32.695587-97.174105,11473,3011 WOODSIDE DR,11473,11473,Arlington - 1.03 ,32.695587,-97.174105,3011,WOODSIDE DR ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:002,,,#N/A,,,3011 WOODSIDE DR ,
32.695364-97.174034,9998,3015 WOODSIDE DR,9998,9998,Arlington - 1.03 ,32.695364,-97.174034,3015,WOODSIDE DR ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:002,,,#N/A,,,3015 WOODSIDE DR ,
32.69514-97.173959,8585,3017 WOODSIDE DR,8585,8585,Arlington - 1.03 ,32.69514,-97.173959,3017,WOODSIDE DR ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:002,,,#N/A,,,3017 WOODSIDE DR ,
32.69571-97.176682,10609,4404 THREE OAKS DR,10609,10609,Arlington - 1.03 ,32.69571,-97.176682,4404,THREE OAKS DR,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:002,,,#N/A,,,4404 THREE OAKS DR,
32.695561-97.176404,9700,4317 HIGH SPRINGS CT,9700,9700,Arlington - 1.03 ,32.695561,-97.176404,4317,HIGH SPRINGS CT,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:002,,,#N/A,,,4317 HIGH SPRINGS CT,
32.695518-97.176839,7794,4406 THREE OAKS DR,7794,7794,Arlington - 1.03 ,32.695518,-97.176839,4406,THREE OAKS DR,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:002,,,#N/A,,,4406 THREE OAKS DR,
32.695302-97.176415,11552,4316 HIGH SPRINGS CT,11552,11552,Arlington - 1.03 ,32.695302,-97.176415,4316,HIGH SPRINGS CT,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:002,,,#N/A,,,4316 HIGH SPRINGS CT,
32.695316-97.177004,10012,4408 THREE OAKS DR,10012,10012,Arlington - 1.03 ,32.695316,-97.177004,4408,THREE OAKS DR,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:002,,,#N/A,,,4408 THREE OAKS DR,
32.695017-97.177035,8788,4410 THREE OAKS DR,8788,8788,Arlington - 1.03 ,32.695017,-97.177035,4410,THREE OAKS DR,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:002,,,#N/A,,,4410 THREE OAKS DR,
32.695014-97.176457,11388,4405 KINGSWICK DR,11388,11388,Arlington - 1.03 ,32.695014,-97.176457,4405,KINGSWICK DR ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:002,,,#N/A,,,4405 KINGSWICK DR ,
32.695011-97.17674,8598,4407 KINGSWICK DR,8598,8598,Arlington - 1.03 ,32.695011,-97.17674,4407,KINGSWICK DR ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:002,,,#N/A,,,4407 KINGSWICK DR ,
32.696584-97.177015,10321,4400 STEEPLECHASE TRL,10321,10321,Arlington - 1.03 ,32.696584,-97.177015,4400,STEEPLECHASE TRL ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:002,,,#N/A,,,4400 STEEPLECHASE TRL ,
32.696419-97.177199,8438,4404 STEEPLECHASE TRL,8438,8438,Arlington - 1.03 ,32.696419,-97.177199,4404,STEEPLECHASE TRL ,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:002,,,#N/A,,,4404 STEEPLECHASE TRL ,
32.696346-97.176784,9187,4401 THREE OAKS DR,9187,9187,Arlington - 1.03 ,32.696346,-97.176784,4401,THREE OAKS DR,City of Arlington,Arlington,1,76016,Texas,FDA:003,FDH:002,,,#N/A,,,4401 THREE OAKS DR,
